X,Y,Z,Xr,Yr,Zr,DateTime,ID
-727,-97,339,15244,5184,-4044,2019-11-02 17:38:50.417094,jimmy
-756,-151,284,15228,5140,-3924,2019-11-02 17:38:50.441736,jimmy
-736,-107,329,15232,5068,-4096,2019-11-02 17:38:50.466784,jimmy
-729,-129,340,15212,5060,-3960,2019-11-02 17:38:50.490938,jimmy
-737,-150,308,15232,5056,-4020,2019-11-02 17:38:50.514908,jimmy
-784,-131,273,15144,5112,-4004,2019-11-02 17:38:50.538993,jimmy
-707,-100,356,15176,4984,-3964,2019-11-02 17:38:50.562910,jimmy
-805,-178,201,15156,5112,-3800,2019-11-02 17:38:50.589632,jimmy
-749,-123,315,15092,4856,-3816,2019-11-02 17:38:50.617605,jimmy
-703,-119,351,15276,5028,-4188,2019-11-02 17:38:50.645923,jimmy
-778,-145,293,15148,5276,-3848,2019-11-02 17:38:50.671467,jimmy
-718,-98,376,15224,4916,-4076,2019-11-02 17:38:50.695600,jimmy
-753,-127,318,15260,5108,-3968,2019-11-02 17:38:50.719548,jimmy
-730,-116,308,15156,4980,-3996,2019-11-02 17:38:50.743583,jimmy
-738,-118,269,15192,4864,-3888,2019-11-02 17:38:50.767621,jimmy
-727,-102,339,15216,5004,-4004,2019-11-02 17:38:50.793636,jimmy
-758,-133,315,15144,5188,-4208,2019-11-02 17:38:50.818437,jimmy
-765,-145,282,15156,5308,-3868,2019-11-02 17:38:50.846851,jimmy
-708,-116,388,15264,4964,-3980,2019-11-02 17:38:50.871696,jimmy
-796,-158,243,15212,5128,-4052,2019-11-02 17:38:50.896071,jimmy
-682,-106,371,15268,4916,-3936,2019-11-02 17:38:50.920240,jimmy
-724,-125,311,15280,5076,-3904,2019-11-02 17:38:50.944137,jimmy
-516,-172,243,15188,4972,-3944,2019-11-02 17:38:50.968360,jimmy
-734,-115,326,15336,4868,-4072,2019-11-02 17:38:50.992732,jimmy
-727,-119,304,15292,5012,-4072,2019-11-02 17:38:51.019137,jimmy
-750,-114,344,15252,5132,-3932,2019-11-02 17:38:51.043963,jimmy
-746,-118,326,15224,4880,-3912,2019-11-02 17:38:51.072993,jimmy
-741,-104,306,15156,4988,-3924,2019-11-02 17:38:51.100762,jimmy
-746,-135,325,15148,5272,-4108,2019-11-02 17:38:51.125077,jimmy
-727,-149,293,15232,5028,-3988,2019-11-02 17:38:51.149126,jimmy
-741,-139,322,15240,5096,-3848,2019-11-02 17:38:51.173085,jimmy
-758,-148,235,15200,5116,-3616,2019-11-02 17:38:51.197161,jimmy
-724,-141,317,15260,5080,-3988,2019-11-02 17:38:51.221353,jimmy
-722,-137,320,15248,5256,-3852,2019-11-02 17:38:51.245528,jimmy
-774,-167,257,15264,5068,-3932,2019-11-02 17:38:51.272313,jimmy
-701,-110,398,15144,4960,-3884,2019-11-02 17:38:51.298804,jimmy
-744,-113,366,15556,5148,-3956,2019-11-02 17:38:51.327587,jimmy
-768,-149,244,15248,5252,-4096,2019-11-02 17:38:51.354244,jimmy
-689,-96,365,15152,4952,-3992,2019-11-02 17:38:51.378402,jimmy
-746,-118,304,15240,5180,-3976,2019-11-02 17:38:51.402450,jimmy
-762,-131,244,15112,5108,-3872,2019-11-02 17:38:51.426756,jimmy
-746,-148,310,15244,5004,-3884,2019-11-02 17:38:51.450724,jimmy
-749,-127,328,15296,5040,-4092,2019-11-02 17:38:51.476123,jimmy
-791,-149,269,15152,5232,-4096,2019-11-02 17:38:51.502102,jimmy
-725,-115,330,15208,5084,-3916,2019-11-02 17:38:51.530748,jimmy
-707,-79,394,15288,4976,-3996,2019-11-02 17:38:51.559826,jimmy
-764,-63,332,15172,5268,-3860,2019-11-02 17:38:51.584533,jimmy
-741,-130,303,15000,4932,-3864,2019-11-02 17:38:51.608792,jimmy
-778,-166,214,15252,4900,-3908,2019-11-02 17:38:51.633039,jimmy
-744,-146,261,15328,5092,-3808,2019-11-02 17:38:51.657143,jimmy
-717,-115,381,15164,5248,-4068,2019-11-02 17:38:51.681228,jimmy
-759,-126,368,15308,5136,-3972,2019-11-02 17:38:51.705355,jimmy
-728,-145,360,15072,4888,-3984,2019-11-02 17:38:51.729681,jimmy
-737,-124,304,15116,5256,-4076,2019-11-02 17:38:51.753742,jimmy
-724,-100,348,15248,5316,-4056,2019-11-02 17:38:51.777855,jimmy
-775,-129,294,15204,5168,-3796,2019-11-02 17:38:51.802849,jimmy
-735,-114,328,15256,5128,-3848,2019-11-02 17:38:51.827401,jimmy
-749,-125,293,15232,4984,-3880,2019-11-02 17:38:51.851578,jimmy
-733,-101,298,15056,5012,-3908,2019-11-02 17:38:51.875852,jimmy
-784,-172,239,15328,4972,-4072,2019-11-02 17:38:51.899998,jimmy
-749,-122,311,15300,5344,-4100,2019-11-02 17:38:51.924255,jimmy
-757,-126,327,15228,5096,-3956,2019-11-02 17:38:51.948486,jimmy
-708,-110,392,15124,4904,-4056,2019-11-02 17:38:51.972586,jimmy
-748,-148,299,15336,5100,-4040,2019-11-02 17:38:51.996752,jimmy
-731,-102,359,15228,5052,-4272,2019-11-02 17:38:52.021140,jimmy
-737,-119,291,15524,5136,-4036,2019-11-02 17:38:52.045223,jimmy
-741,-115,342,15188,5076,-4000,2019-11-02 17:38:52.069550,jimmy
-743,-112,303,15256,5004,-3972,2019-11-02 17:38:52.093588,jimmy
-767,-110,508,15356,5344,-4080,2019-11-02 17:38:52.117824,jimmy
-762,-122,251,15176,5076,-4032,2019-11-02 17:38:52.142026,jimmy
-738,-131,330,15172,5348,-4052,2019-11-02 17:38:52.166167,jimmy
-757,-158,278,15176,5040,-4072,2019-11-02 17:38:52.190339,jimmy
-725,-129,339,15232,5116,-4040,2019-11-02 17:38:52.214389,jimmy
-757,-143,306,15288,5044,-4008,2019-11-02 17:38:52.238832,jimmy
-736,-124,332,15208,5048,-3904,2019-11-02 17:38:52.262980,jimmy
-741,-121,320,15232,5072,-4096,2019-11-02 17:38:52.287212,jimmy
-750,-129,275,15196,5092,-3960,2019-11-02 17:38:52.311291,jimmy
-735,-116,308,15232,5176,-4008,2019-11-02 17:38:52.335651,jimmy
-745,-122,280,15300,4940,-4064,2019-11-02 17:38:52.359837,jimmy
-752,-142,302,15248,5084,-3920,2019-11-02 17:38:52.383956,jimmy
-730,-118,333,15192,5016,-4012,2019-11-02 17:38:52.408125,jimmy
-770,-163,277,15236,5036,-4080,2019-11-02 17:38:52.432406,jimmy
-746,-120,309,15260,5368,-4040,2019-11-02 17:38:52.456713,jimmy
-729,-157,328,15248,5068,-4028,2019-11-02 17:38:52.480828,jimmy
-752,-111,324,15308,5000,-3952,2019-11-02 17:38:52.505001,jimmy
-723,-126,312,15248,5084,-3924,2019-11-02 17:38:52.529314,jimmy
-762,-135,297,15260,4964,-4068,2019-11-02 17:38:52.553377,jimmy
-513,-108,316,15312,5028,-4084,2019-11-02 17:38:52.577570,jimmy
-744,-112,326,15252,4960,-4028,2019-11-02 17:38:52.601713,jimmy
-761,-92,310,15308,5148,-3856,2019-11-02 17:38:52.626114,jimmy
-718,-115,322,15012,5012,-4076,2019-11-02 17:38:52.650345,jimmy
-705,-143,316,15192,5040,-3916,2019-11-02 17:38:52.674412,jimmy
-739,-147,312,15340,4968,-3940,2019-11-02 17:38:52.698584,jimmy
-734,-101,354,15296,4952,-3944,2019-11-02 17:38:52.722902,jimmy
-741,-120,284,15204,5108,-3992,2019-11-02 17:38:52.747111,jimmy
-762,-146,309,15332,5120,-3984,2019-11-02 17:38:52.771279,jimmy
-513,-158,281,15288,5088,-4064,2019-11-02 17:38:52.795456,jimmy
-733,-115,327,15216,5020,-4024,2019-11-02 17:38:52.819599,jimmy
-734,-120,322,15288,5016,-3916,2019-11-02 17:38:52.843791,jimmy
-747,-122,287,15260,5004,-4080,2019-11-02 17:38:52.867948,jimmy
-743,-144,295,15192,5284,-4052,2019-11-02 17:38:52.892134,jimmy
-721,-142,319,15220,5024,-3984,2019-11-02 17:38:52.916294,jimmy
-707,-128,325,15272,5104,-4064,2019-11-02 17:38:52.940548,jimmy
-736,-129,319,15240,5176,-3912,2019-11-02 17:38:52.964701,jimmy
-752,-134,267,15300,5060,-4028,2019-11-02 17:38:52.988953,jimmy
-738,-128,306,15192,4880,-4032,2019-11-02 17:38:53.013066,jimmy
-754,-115,320,15268,5108,-4128,2019-11-02 17:38:53.037517,jimmy
-735,-132,324,15300,5020,-4160,2019-11-02 17:38:53.061771,jimmy
X,Y,Z,Xr,Yr,Zr,DateTime,ID
-720,-136,313,15212,5136,-3928,2019-11-02 17:39:50.423016,jimmy
-758,-143,282,15124,5080,-3860,2019-11-02 17:39:50.447949,jimmy
-752,-120,346,15104,5196,-3964,2019-11-02 17:39:50.471027,jimmy
-728,-108,325,15256,5056,-3996,2019-11-02 17:39:50.493765,jimmy
-761,-112,285,15304,5068,-3928,2019-11-02 17:39:50.516600,jimmy
-745,-104,310,15276,5116,-3952,2019-11-02 17:39:50.540739,jimmy
-732,-139,320,15128,4972,-4004,2019-11-02 17:39:50.563478,jimmy
-760,-109,314,15108,5108,-3932,2019-11-02 17:39:50.586290,jimmy
-729,-90,345,15268,4880,-3864,2019-11-02 17:39:50.609119,jimmy
-743,-125,297,15300,5136,-4184,2019-11-02 17:39:50.632369,jimmy
-742,-166,291,15176,5020,-3920,2019-11-02 17:39:50.655280,jimmy
-758,-120,339,15240,5124,-3980,2019-11-02 17:39:50.678078,jimmy
-742,-110,308,15204,5060,-3940,2019-11-02 17:39:50.700870,jimmy
-741,-114,296,15200,4992,-3904,2019-11-02 17:39:50.724315,jimmy
-751,-161,304,15232,5032,-3872,2019-11-02 17:39:50.747282,jimmy
-736,-149,311,15176,5048,-4052,2019-11-02 17:39:50.770096,jimmy
-755,-109,321,15184,4888,-3972,2019-11-02 17:39:50.792808,jimmy
-752,-120,282,15216,5036,-3880,2019-11-02 17:39:50.815609,jimmy
-743,-135,303,15080,5072,-3852,2019-11-02 17:39:50.838644,jimmy
-1024,-124,312,15192,5064,-4016,2019-11-02 17:39:50.861581,jimmy
-740,-120,323,15220,5084,-3912,2019-11-02 17:39:50.884318,jimmy
-744,-133,288,15292,5088,-3920,2019-11-02 17:39:50.907101,jimmy
-751,-153,302,15236,5060,-4092,2019-11-02 17:39:50.930477,jimmy
-732,-110,322,15252,5036,-3944,2019-11-02 17:39:50.953266,jimmy
-745,-123,290,15172,5068,-3956,2019-11-02 17:39:50.976278,jimmy
-732,-97,332,15200,5108,-3920,2019-11-02 17:39:50.999628,jimmy
-1021,-146,269,15188,5196,-4004,2019-11-02 17:39:51.023414,jimmy
-750,-142,305,15248,4980,-3876,2019-11-02 17:39:51.046313,jimmy
-743,-126,313,15140,5152,-4052,2019-11-02 17:39:51.069753,jimmy
-739,-87,348,15200,4952,-3804,2019-11-02 17:39:51.092660,jimmy
-766,-131,286,15192,4916,-4096,2019-11-02 17:39:51.115705,jimmy
-744,-142,272,15184,4864,-3932,2019-11-02 17:39:51.138824,jimmy
-745,-133,327,15228,5088,-3940,2019-11-02 17:39:51.161762,jimmy
-748,-109,294,15192,5008,-3960,2019-11-02 17:39:51.184673,jimmy
-726,-131,339,15188,5168,-3896,2019-11-02 17:39:51.207824,jimmy
-748,-140,278,15188,5096,-3972,2019-11-02 17:39:51.231313,jimmy
-740,-139,325,15288,5068,-4144,2019-11-02 17:39:51.254478,jimmy
-720,-118,319,15204,4996,-4064,2019-11-02 17:39:51.277567,jimmy
-762,-103,293,15192,5180,-3960,2019-11-02 17:39:51.300598,jimmy
-751,-98,327,15068,5104,-3964,2019-11-02 17:39:51.323999,jimmy
-755,-142,320,15208,5044,-3980,2019-11-02 17:39:51.347080,jimmy
-519,-138,315,15192,5116,-3896,2019-11-02 17:39:51.370138,jimmy
-716,-106,325,15208,5028,-3964,2019-11-02 17:39:51.393081,jimmy
-749,-151,269,15256,4932,-3880,2019-11-02 17:39:51.416108,jimmy
-771,-138,296,15308,5192,-3932,2019-11-02 17:39:51.439299,jimmy
-719,-125,317,15276,5096,-4128,2019-11-02 17:39:51.462373,jimmy
-764,-98,340,15300,5092,-4004,2019-11-02 17:39:51.487266,jimmy
-748,-135,327,15328,5108,-4072,2019-11-02 17:39:51.521800,jimmy
-726,-130,287,15280,4988,-3688,2019-11-02 17:39:51.546995,jimmy
-739,-89,343,15268,5100,-4144,2019-11-02 17:39:51.575760,jimmy
-762,-138,298,15192,5076,-3896,2019-11-02 17:39:51.603941,jimmy
-742,-136,305,15260,5076,-3868,2019-11-02 17:39:51.631372,jimmy
-727,-146,321,15300,5064,-4024,2019-11-02 17:39:51.655664,jimmy
-744,-108,305,15076,5216,-3880,2019-11-02 17:39:51.685357,jimmy
-714,-136,340,15172,4964,-4084,2019-11-02 17:39:51.714152,jimmy
-746,-152,284,15272,5144,-3892,2019-11-02 17:39:51.737798,jimmy
-759,-130,307,15340,4924,-3912,2019-11-02 17:39:51.761242,jimmy
-719,-101,330,15164,4956,-3852,2019-11-02 17:39:51.784294,jimmy
-763,-122,302,15272,5148,-3968,2019-11-02 17:39:51.807500,jimmy
-760,-140,315,15236,5108,-3888,2019-11-02 17:39:51.832252,jimmy
-741,-133,314,15288,4972,-4008,2019-11-02 17:39:51.855353,jimmy
-730,-115,301,15168,5068,-4328,2019-11-02 17:39:51.878682,jimmy
-752,-106,328,15260,4944,-4008,2019-11-02 17:39:51.901831,jimmy
-748,-113,344,15164,5124,-4076,2019-11-02 17:39:51.925234,jimmy
-735,-116,325,15144,4952,-4328,2019-11-02 17:39:51.948908,jimmy
-761,-168,326,15184,4960,-4000,2019-11-02 17:39:51.972116,jimmy
-745,-128,322,15232,5116,-3848,2019-11-02 17:39:51.995635,jimmy
-710,-110,349,15260,5060,-3940,2019-11-02 17:39:52.018943,jimmy
-737,-112,312,15164,5148,-3960,2019-11-02 17:39:52.042225,jimmy
-762,-146,275,15172,5204,-4000,2019-11-02 17:39:52.065507,jimmy
-736,-128,322,15308,5024,-4020,2019-11-02 17:39:52.088691,jimmy
-1023,-129,310,15228,5016,-4036,2019-11-02 17:39:52.111883,jimmy
-757,-118,301,15160,4900,-3932,2019-11-02 17:39:52.135171,jimmy
-739,-116,328,15212,5072,-4016,2019-11-02 17:39:52.158391,jimmy
-757,-155,293,15196,5108,-3976,2019-11-02 17:39:52.182083,jimmy
-732,-129,343,15324,5036,-3948,2019-11-02 17:39:52.205390,jimmy
-754,-140,299,15248,4996,-4060,2019-11-02 17:39:52.228888,jimmy
-748,-148,295,15248,4952,-4008,2019-11-02 17:39:52.252481,jimmy
-761,-137,324,15180,5000,-4060,2019-11-02 17:39:52.275971,jimmy
-741,-152,299,15220,4936,-4040,2019-11-02 17:39:52.299233,jimmy
-727,-152,319,15240,4964,-3868,2019-11-02 17:39:52.322819,jimmy
-713,-165,338,15232,5004,-4104,2019-11-02 17:39:52.346054,jimmy
-724,-134,339,15328,4996,-3968,2019-11-02 17:39:52.369470,jimmy
-704,-121,334,15284,5152,-3980,2019-11-02 17:39:52.392670,jimmy
-695,-141,342,15216,4992,-3856,2019-11-02 17:39:52.416111,jimmy
-726,-173,284,15220,5344,-3780,2019-11-02 17:39:52.439540,jimmy
-727,-130,298,15248,5136,-3932,2019-11-02 17:39:52.462730,jimmy
-739,-110,345,15176,5308,-3980,2019-11-02 17:39:52.487350,jimmy
-744,-130,292,15236,5040,-4024,2019-11-02 17:39:52.512561,jimmy
-714,-138,301,15180,5048,-3928,2019-11-02 17:39:52.540350,jimmy
-712,-129,333,15288,4956,-4024,2019-11-02 17:39:52.567799,jimmy
-736,-147,334,15136,5008,-4016,2019-11-02 17:39:52.591351,jimmy
-718,-138,341,15192,5020,-4028,2019-11-02 17:39:52.614977,jimmy
-710,-152,345,15064,4904,-4088,2019-11-02 17:39:52.638507,jimmy
-745,-157,316,15248,4912,-4072,2019-11-02 17:39:52.662413,jimmy
-704,-129,348,15156,5032,-3820,2019-11-02 17:39:52.686140,jimmy
-747,-115,304,15224,5172,-3992,2019-11-02 17:39:52.709775,jimmy
-737,-147,329,15236,4916,-3952,2019-11-02 17:39:52.738830,jimmy
-734,-133,273,15192,5004,-4124,2019-11-02 17:39:52.762286,jimmy
-733,-100,328,15248,5180,-3916,2019-11-02 17:39:52.785850,jimmy
-746,-107,324,15148,5100,-3876,2019-11-02 17:39:52.809433,jimmy
-739,-95,304,15204,5096,-4064,2019-11-02 17:39:52.833013,jimmy
-762,-179,234,15148,5068,-3896,2019-11-02 17:39:52.856386,jimmy
-737,-151,325,15204,5112,-3996,2019-11-02 17:39:52.879822,jimmy
-790,-173,234,15408,5252,-4028,2019-11-02 17:39:52.903239,jimmy
-726,-138,300,15208,4988,-3972,2019-11-02 17:39:52.926952,jimmy
-746,-98,402,15324,5024,-4172,2019-11-02 17:39:52.953413,jimmy
-870,-179,317,15600,5552,-4484,2019-11-02 17:39:52.977939,jimmy
-887,-25,180,15376,5676,-3764,2019-11-02 17:39:53.006083,jimmy
-914,-51,194,15136,5724,-3844,2019-11-02 17:39:53.034482,jimmy
-789,-249,330,15084,5128,-3588,2019-11-02 17:39:53.058264,jimmy
-780,-92,253,15156,5136,-3732,2019-11-02 17:39:53.082113,jimmy
-772,-119,282,15196,5088,-3932,2019-11-02 17:39:53.106349,jimmy
-708,-161,349,15092,4976,-3968,2019-11-02 17:39:53.130109,jimmy
-737,-120,291,15212,5068,-4032,2019-11-02 17:39:53.153830,jimmy
-749,-118,341,15236,5196,-4036,2019-11-02 17:39:53.177415,jimmy
-736,-100,303,15128,5052,-4028,2019-11-02 17:39:53.201022,jimmy
-771,-111,277,15164,5248,-3944,2019-11-02 17:39:53.224779,jimmy
-738,-102,300,15120,5164,-3852,2019-11-02 17:39:53.248537,jimmy
-757,-132,307,15192,5012,-4348,2019-11-02 17:39:53.272531,jimmy
-771,-122,334,15072,5184,-3984,2019-11-02 17:39:53.296348,jimmy
-760,-135,278,15104,5080,-4000,2019-11-02 17:39:53.320181,jimmy
-760,-163,508,15172,5000,-3940,2019-11-02 17:39:53.346983,jimmy
-706,-117,340,15136,5112,-3968,2019-11-02 17:39:53.373100,jimmy
-772,-139,273,15284,5144,-4044,2019-11-02 17:39:53.401861,jimmy
-737,-130,283,15140,5060,-3976,2019-11-02 17:39:53.425847,jimmy
-733,-116,316,15240,5196,-3948,2019-11-02 17:39:53.449918,jimmy
-760,-131,262,15224,5128,-4236,2019-11-02 17:39:53.473593,jimmy
-699,-110,356,15180,5048,-3836,2019-11-02 17:39:53.498116,jimmy
-736,-133,320,15132,5100,-3924,2019-11-02 17:39:53.522078,jimmy
-743,-158,510,15192,5024,-3924,2019-11-02 17:39:53.545844,jimmy
-730,-119,309,15244,5080,-3904,2019-11-02 17:39:53.569580,jimmy
-745,-113,308,15236,5056,-4312,2019-11-02 17:39:53.594751,jimmy
-734,-130,335,15232,5096,-4040,2019-11-02 17:39:53.620744,jimmy
-739,-125,313,15236,5108,-3880,2019-11-02 17:39:53.649204,jimmy
-751,-121,292,15220,4868,-3936,2019-11-02 17:39:53.676970,jimmy
-737,-115,308,15208,4988,-3652,2019-11-02 17:39:53.700781,jimmy
-730,-108,369,15224,5056,-4048,2019-11-02 17:39:53.725930,jimmy
-738,-103,314,15076,4976,-3828,2019-11-02 17:39:53.749611,jimmy
-733,-152,299,15164,5000,-3800,2019-11-02 17:39:53.773463,jimmy
-748,-182,278,15352,5132,-4016,2019-11-02 17:39:53.797115,jimmy
-731,-134,370,15404,5060,-4236,2019-11-02 17:39:53.821110,jimmy
-758,-156,311,15136,4972,-3996,2019-11-02 17:39:53.844689,jimmy
-730,-145,304,15124,5144,-4160,2019-11-02 17:39:53.868475,jimmy
-637,13,441,14900,4804,-3384,2019-11-02 17:39:53.892095,jimmy
-785,-129,285,14972,5808,-3436,2019-11-02 17:39:53.915820,jimmy
-1007,178,596,14892,5968,-3772,2019-11-02 17:39:53.939604,jimmy
-1023,-48,165,15076,5404,-3948,2019-11-02 17:39:53.963200,jimmy
-670,248,303,15120,4300,-3780,2019-11-02 17:39:53.987027,jimmy
-819,-58,311,15168,5544,-3904,2019-11-02 17:39:54.010747,jimmy
-812,-125,173,15240,5072,-4104,2019-11-02 17:39:54.034448,jimmy
-727,-102,330,15076,4840,-3872,2019-11-02 17:39:54.058185,jimmy
-720,-89,312,15268,4888,-3952,2019-11-02 17:39:54.081794,jimmy
-743,-82,399,15260,5160,-4080,2019-11-02 17:39:54.105452,jimmy
-795,-115,228,15188,5128,-3948,2019-11-02 17:39:54.129339,jimmy
-763,-92,290,15240,4928,-3980,2019-11-02 17:39:54.152968,jimmy
-785,-56,277,15212,4920,-4232,2019-11-02 17:39:54.176608,jimmy
-773,-108,303,15412,5240,-4180,2019-11-02 17:39:54.200242,jimmy
-761,-94,317,15388,5044,-3976,2019-11-02 17:39:54.224025,jimmy
-782,-137,240,15312,4912,-4052,2019-11-02 17:39:54.248171,jimmy
-742,-139,282,15368,4928,-3860,2019-11-02 17:39:54.271778,jimmy
-695,-142,327,15400,4968,-4044,2019-11-02 17:39:54.295866,jimmy
-523,-120,327,15300,4848,-3932,2019-11-02 17:39:54.319688,jimmy
-728,-167,332,15308,4892,-3976,2019-11-02 17:39:54.343390,jimmy
-717,-129,313,15084,4744,-3696,2019-11-02 17:39:54.367193,jimmy
-747,-112,331,15272,5508,-3928,2019-11-02 17:39:54.390905,jimmy
-720,-149,264,14908,4620,-3812,2019-11-02 17:39:54.414539,jimmy
-1015,-107,323,15432,5688,-4264,2019-11-02 17:39:54.438367,jimmy
-743,-111,313,15160,4608,-3936,2019-11-02 17:39:54.461983,jimmy
-764,-107,220,15276,4916,-3956,2019-11-02 17:39:54.485681,jimmy
-738,-97,328,15240,5440,-4044,2019-11-02 17:39:54.509397,jimmy
-691,-6,447,15476,4956,-3800,2019-11-02 17:39:54.533213,jimmy
-912,-158,22,15576,5136,-4156,2019-11-02 17:39:54.556910,jimmy
-597,-128,493,15004,4540,-3868,2019-11-02 17:39:54.580705,jimmy
-807,-170,219,15544,5304,-4340,2019-11-02 17:39:54.604275,jimmy
-789,-168,201,15200,4636,-3820,2019-11-02 17:39:54.628242,jimmy
-688,-76,478,15384,5216,-4028,2019-11-02 17:39:54.651985,jimmy
-829,-203,144,15228,4944,-4032,2019-11-02 17:39:54.676672,jimmy
-676,-91,402,15128,4932,-3888,2019-11-02 17:39:54.700409,jimmy
-773,-207,511,15304,5164,-4184,2019-11-02 17:39:54.724248,jimmy
-718,-168,333,15248,4800,-3864,2019-11-02 17:39:54.748073,jimmy
-707,-131,395,15240,5192,-4124,2019-11-02 17:39:54.771945,jimmy
-717,-176,302,15236,4804,-4228,2019-11-02 17:39:54.795644,jimmy
-718,-162,329,15196,5096,-4156,2019-11-02 17:39:54.819388,jimmy
-703,-186,390,15252,4764,-3876,2019-11-02 17:39:54.843211,jimmy
-700,-145,320,15300,4940,-4128,2019-11-02 17:39:54.867019,jimmy
-718,-191,308,15168,4980,-4096,2019-11-02 17:39:54.890757,jimmy
-700,-183,355,15260,4840,-4064,2019-11-02 17:39:54.914670,jimmy
-731,-200,291,15196,4948,-4000,2019-11-02 17:39:54.938506,jimmy
-703,-166,359,15120,5244,-4196,2019-11-02 17:39:54.962277,jimmy
-706,-149,340,15212,5124,-3988,2019-11-02 17:39:54.986001,jimmy
-740,-128,260,15136,5224,-4012,2019-11-02 17:39:55.009828,jimmy
-717,-75,360,15192,5184,-3808,2019-11-02 17:39:55.033634,jimmy
-765,-77,342,15288,5116,-3916,2019-11-02 17:39:55.057507,jimmy
-774,-99,267,15160,5312,-3964,2019-11-02 17:39:55.081243,jimmy
-735,-94,299,15124,5080,-3964,2019-11-02 17:39:55.105036,jimmy
-813,-145,231,15256,5388,-4176,2019-11-02 17:39:55.129008,jimmy
-715,-93,367,15244,4964,-4148,2019-11-02 17:39:55.152747,jimmy
-722,-76,322,15288,5180,-4012,2019-11-02 17:39:55.176725,jimmy
-736,-165,2,15224,4728,-3912,2019-11-02 17:39:55.200505,jimmy
-720,-138,326,15268,4800,-4128,2019-11-02 17:39:55.224380,jimmy
-733,-156,280,15188,4984,-3980,2019-11-02 17:39:55.248421,jimmy
-684,-146,396,15204,5044,-4176,2019-11-02 17:39:55.272192,jimmy
-703,-120,390,15144,5116,-4020,2019-11-02 17:39:55.296010,jimmy
-739,-135,283,15316,5172,-4116,2019-11-02 17:39:55.320071,jimmy
-765,-166,229,15276,5116,-3996,2019-11-02 17:39:55.343752,jimmy
-716,-68,339,15260,4968,-3896,2019-11-02 17:39:55.367795,jimmy
-732,-156,326,15276,5240,-4024,2019-11-02 17:39:55.391574,jimmy
-798,-166,236,15180,4960,-4072,2019-11-02 17:39:55.415328,jimmy
-726,-141,326,15200,4884,-4020,2019-11-02 17:39:55.439251,jimmy
-743,-159,291,15220,5032,-4052,2019-11-02 17:39:55.463019,jimmy
-746,-155,334,15180,4880,-4164,2019-11-02 17:39:55.486855,jimmy
-729,-137,318,15196,4928,-4168,2019-11-02 17:39:55.510631,jimmy
-717,-119,342,15240,5016,-3956,2019-11-02 17:39:55.534676,jimmy
-723,-154,299,14956,5068,-3928,2019-11-02 17:39:55.558478,jimmy
-688,-116,361,15160,4880,-3872,2019-11-02 17:39:55.582388,jimmy
-733,-136,247,15060,5188,-3936,2019-11-02 17:39:55.606255,jimmy
-714,-139,322,15124,5128,-3868,2019-11-02 17:39:55.630328,jimmy
-731,-109,400,15164,5312,-4012,2019-11-02 17:39:55.654116,jimmy
-750,-112,295,15212,5204,-3956,2019-11-02 17:39:55.677936,jimmy
-1020,-74,323,15120,5440,-3936,2019-11-02 17:39:55.701829,jimmy
-777,-79,308,15128,5272,-3896,2019-11-02 17:39:55.725830,jimmy
-753,-92,313,15152,5336,-3932,2019-11-02 17:39:55.749597,jimmy
-794,-130,246,15164,5144,-4012,2019-11-02 17:39:55.773376,jimmy
-787,-136,277,15256,5100,-3916,2019-11-02 17:39:55.797237,jimmy
-745,-142,267,15308,5084,-4140,2019-11-02 17:39:55.821203,jimmy
-754,-120,314,15120,4856,-4000,2019-11-02 17:39:55.845048,jimmy
-754,-136,279,15256,5036,-4020,2019-11-02 17:39:55.868862,jimmy
-707,-155,319,15324,4860,-4232,2019-11-02 17:39:55.892639,jimmy
-757,-165,241,15288,4704,-4276,2019-11-02 17:39:55.916463,jimmy
-745,-147,336,15128,4952,-4284,2019-11-02 17:39:55.941347,jimmy
-756,-136,289,15300,4928,-4096,2019-11-02 17:39:55.965350,jimmy
-728,-136,307,15248,5068,-3932,2019-11-02 17:39:55.989354,jimmy
-701,-126,362,15124,5120,-4104,2019-11-02 17:39:56.013251,jimmy
-787,-154,207,15320,4932,-4156,2019-11-02 17:39:56.037347,jimmy
-721,-110,323,15120,5004,-4308,2019-11-02 17:39:56.061277,jimmy
-720,-97,301,15232,5032,-3912,2019-11-02 17:39:56.085209,jimmy
-716,-103,286,15172,5040,-3928,2019-11-02 17:39:56.109235,jimmy
-741,-122,324,15304,5300,-3896,2019-11-02 17:39:56.133340,jimmy
-768,-94,262,15312,5100,-4108,2019-11-02 17:39:56.158008,jimmy
-752,-111,317,15248,5216,-4032,2019-11-02 17:39:56.182053,jimmy
-1015,-136,320,15176,5076,-4004,2019-11-02 17:39:56.206080,jimmy
-1022,-129,280,15152,5016,-4092,2019-11-02 17:39:56.230397,jimmy
-785,-151,269,15332,5272,-4140,2019-11-02 17:39:56.254367,jimmy
-520,-141,285,15396,5044,-4188,2019-11-02 17:39:56.278241,jimmy
-743,-129,299,15232,4692,-4080,2019-11-02 17:39:56.302223,jimmy
-695,-138,355,15148,4864,-4152,2019-11-02 17:39:56.326504,jimmy
-755,-158,278,15132,5148,-4092,2019-11-02 17:39:56.350471,jimmy
-742,-162,263,15168,5024,-3996,2019-11-02 17:39:56.374373,jimmy
